trr_rd_no,statute,description,subject_no,trr_report_id
JA352275,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19509840.0,103918
JA352275,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509840.0,103918
JA352275,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19509840.0,103918
JA352275,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509840.0,103918
JA352275,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19509840.0,103919
JA352275,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509840.0,103919
JA352275,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19509840.0,103919
JA352275,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509840.0,103919
JA352275,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19509840.0,103920
JA352275,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509840.0,103920
JA352275,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19509840.0,103920
JA352275,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509840.0,103920
JA352275,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19509840.0,103921
JA352275,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19509840.0,103921
JA352275,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19509840.0,103921
JA352275,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19509840.0,103921
JA353753,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19510204.0,103923
JA353753,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19510204.0,103923
JA353753,8-4-080,ASSAULT - SIMPLE,19510204.0,103923
JA353836,720 ILCS 5.0/24-1.6-A-3-A-5,"AGG UUW/ LOADED PISTOL, REVOLVER, HANDGUN - NO CCL",19510243.0,103925
JA353836,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510243.0,103925
JA353836,720 ILCS 5.0/24-1.6-A-3-A-5,"AGG UUW/ LOADED PISTOL, REVOLVER, HANDGUN - NO CCL",19510243.0,103926
JA353836,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510243.0,103926
JA353761,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19510208.0,103927
JA353761,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19510208.0,103927
JA353761,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510208.0,103927
JA353761,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19510208.0,103927
JA353761,9-76-210(A),BROKEN/INOPERABLE LAMPS,19510208.0,103927
JA353761,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19510208.0,103928
JA353761,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19510208.0,103928
JA353761,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510208.0,103928
JA353761,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19510208.0,103928
JA353761,9-76-210(A),BROKEN/INOPERABLE LAMPS,19510208.0,103928
JA353907,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19510283.0,103929
JA353907,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19510283.0,103929
JA353907,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510283.0,103929
JA353984,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19510359.0,103930
JA353984,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19510359.0,103930
JA353984,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19510359.0,103930
JA353984,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19510359.0,103931
JA353984,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19510359.0,103931
JA353984,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19510359.0,103931
JA354037,10-36-100,PUB PARK/PLAYGND/BEACH - INTOXICATING LIQUORS,19510353.0,103932
JA354037,10-36-110,PUB PARK/PLAYGND/BEACH - HOURS,19510353.0,103932
JA354037,430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19510353.0,103932
JA354037,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19510353.0,103932
JA354037,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/NO FOID        ,19510353.0,103932
JA354037,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510353.0,103932
JA354037,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19510353.0,103932
JA354693,430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19510560.0,103933
JA354693,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19510560.0,103933
JA354693,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510560.0,103933
JA354693,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19510560.0,103933
JA354595,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19510565.0,103934
JA354595,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19510565.0,103934
JA354595,9-52-020,RIDING BICYCLE ON SIDEWALK,19510565.0,103934
JA354595,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19510565.0,103935
JA354595,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19510565.0,103935
JA354595,9-52-020,RIDING BICYCLE ON SIDEWALK,19510565.0,103935
JA355702,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19510860.0,103942
JA355702,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510860.0,103942
JA355702,9-24-010(B),STOP AT STOP SIGN,19510860.0,103942
JA355702,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19510860.0,103943
JA355702,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19510860.0,103943
JA355702,9-24-010(B),STOP AT STOP SIGN,19510860.0,103943
JA356352,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19511024.0,103945
JA356352,430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,19511024.0,103945
JA356352,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED FIREARM ,19511024.0,103945
JA356352,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511024.0,103945
JA356492,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511066.0,103946
JA352558,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19511172.0,103948
JA352558,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511172.0,103948
JA352558,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19511172.0,103949
JA352558,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511172.0,103949
JA352558,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19511172.0,103950
JA352558,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511172.0,103950
JA352558,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19511172.0,103951
JA352558,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511172.0,103951
JA352558,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19511172.0,103952
JA352558,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511172.0,103952
JA356519,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19511128.0,103953
JA356519,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511128.0,103953
JA356519,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19511128.0,103953
JA356729,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19511222.0,103954
JA356729,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511222.0,103954
JA356759,10-36-120,CURFEW/SCHOOL PROPERTY AND PLAYGROUND,19511192.0,103955
JA356759,415 ILCS 105.0/4,LITTERING,19511192.0,103955
JA356759,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19511192.0,103955
JA356759,720 ILCS 550.0/5.2-D,CANNABIS - MFG/DEL - SCHOOL - 2.5-10 GRMS,19511192.0,103955
JA356856,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,13963432.0,103956
JA356856,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,13963432.0,103956
JA356856,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,13963432.0,103956
JA357019,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1951132.0,103957
JA357019,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,1951132.0,103957
JA357019,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1951132.0,103958
JA357019,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,1951132.0,103958
JA357010,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511321.0,103959
JA357010,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19511321.0,103959
JA357010,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511321.0,103960
JA357010,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19511321.0,103960
JA357206,10-36-050,BREACH OF PEACE,19511368.0,103962
JA357206,10-8-320,POSTING BILLS,19511368.0,103962
JA357206,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511368.0,103962
JA357206,10-36-050,BREACH OF PEACE,19511368.0,103963
JA357206,10-8-320,POSTING BILLS,19511368.0,103963
JA357206,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511368.0,103963
JA357388,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19511438.0,103964
JA357388,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19511438.0,103965
JA357473,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511447.0,103966
JA375878,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19517490.0,104166
JA357473,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19511447.0,103966
JA357473,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511447.0,103967
JA357473,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19511447.0,103967
JA357580,625 ILCS 5.0/4-103.2-A-7-A,UNLAWFUL POSS/DRIVER/VEHICLE/STOLEN,19511490.0,103968
JA357580,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19511490.0,103968
JA357580,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19511490.0,103968
JA357994,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19511597.0,103969
JA357994,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19511597.0,103969
JA357454,720 ILCS 5.0/10-2-A-6,KIDNAPING/ARMED WITH FIREARM,19511493.0,103970
JA357454,720 ILCS 5.0/12-3.05-E-2,AGG BTRY/DISCH FIR/PC OFF/DUTY,19511493.0,103970
JA357454,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19511493.0,103970
JA357454,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19511493.0,103970
JA357454,720 ILCS 5.0/24-1.2-A-3,AGGR DISCHARGE FIREARM - PO/FIREMAN,19511493.0,103970
JA357454,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19511493.0,103970
JA357454,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19511493.0,103970
JA358047,625 ILCS 5.0/11-203,IVC - OBEDIENCE TO POLICE OFFICERS,19511633.0,103971
JA358047,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19511633.0,103971
JA358047,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19511633.0,103971
JA358047,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19511633.0,103971
JA358047,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511633.0,103971
JA358047,9-64-125,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,19511633.0,103971
JA358047,9-76-160(D),LIC PLATES NOT VISABLE/OR COVERED,19511633.0,103971
JA358047,625 ILCS 5.0/11-203,IVC - OBEDIENCE TO POLICE OFFICERS,19511633.0,103972
JA358047,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19511633.0,103972
JA358047,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19511633.0,103972
JA358047,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19511633.0,103972
JA358047,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511633.0,103972
JA358047,9-64-125,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,19511633.0,103972
JA358047,9-76-160(D),LIC PLATES NOT VISABLE/OR COVERED,19511633.0,103972
JA357454,720 ILCS 5.0/10-2-A-6,KIDNAPING/ARMED WITH FIREARM,19511493.0,103973
JA357454,720 ILCS 5.0/12-3.05-E-2,AGG BTRY/DISCH FIR/PC OFF/DUTY,19511493.0,103973
JA357454,720 ILCS 5.0/18-2-A-2,ROBBERY - ARMED W/ FIREARM,19511493.0,103973
JA357454,720 ILCS 5.0/18-4-A-4,VEHICULAR HIJACKING - AGG - FIREARM,19511493.0,103973
JA357454,720 ILCS 5.0/24-1.2-A-3,AGGR DISCHARGE FIREARM - PO/FIREMAN,19511493.0,103973
JA357454,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19511493.0,103973
JA357454,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19511493.0,103973
JA358206,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19511715.0,103974
JA358206,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19511715.0,103974
JA358287,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19511755.0,103976
JA358287,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19511755.0,103976
JA358287,720 ILCS 5.0/16-1-A-4-C,THEFT/STOLEN/PROB DPRV <$500  ,19511755.0,103976
JA358287,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19511755.0,103976
JA358493,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19511800.0,103979
JA358493,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511800.0,103979
JA358493,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19511800.0,103979
JA359298,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19511971.0,103987
JA359362,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19511999.0,103988
JA359362,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19511999.0,103988
JA359389,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19512068.0,103989
JA359389,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19512068.0,103989
JA359389,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19512068.0,103989
JA359389,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512068.0,103989
JA359389,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19512068.0,103989
JA359337,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512002.0,103990
JA359337,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19512002.0,103990
JA359337,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19512002.0,103990
JA359337,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512002.0,103991
JA359337,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19512002.0,103991
JA359337,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19512002.0,103991
JA359434,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512014.0,103992
JA359434,8-4-010(B),DISORDERLY CONDUCT - OFFENSIVE ACT OR GESTURE,19512014.0,103992
JA359469,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19512027.0,103993
JA359469,625 ILCS 5.0/11-204.1-A-3,IVC - AGG FLEEING/DAMAGE>$300 PROP,19512027.0,103993
JA359469,625 ILCS 5.0/11-501-A,IVC - AGG DUI/NO VALID DL,19512027.0,103993
JA359469,625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19512027.0,103993
JA359469,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19512027.0,103993
JA359469,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19512027.0,103993
JA359469,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19512027.0,103993
JA359469,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19512027.0,103993
JA359469,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19512027.0,103993
JA359469,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512027.0,103993
JA359552,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19512066.0,103996
JA359552,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512066.0,103996
JA359552,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19512066.0,103996
JA359552,9-76-140(A),"MUFFLER CUT OUT,BYPASS,ETC-VIOLATION",19512066.0,103996
JA359669,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19512101.0,103998
JA359669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512101.0,103998
JA359669,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19512101.0,103999
JA359669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512101.0,103999
JA359669,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19512101.0,104000
JA359669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512101.0,104000
JA359669,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19512101.0,104001
JA359669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512101.0,104001
JA359976,10-8-515,SOLICITING UNLAWFUL BUSINESS,19512167.0,104002
JA359976,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19512167.0,104002
JA359976,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512167.0,104002
JA359976,10-8-515,SOLICITING UNLAWFUL BUSINESS,19512167.0,104003
JA359976,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19512167.0,104003
JA359976,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512167.0,104003
JA360413,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19512284.0,104004
JA360413,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19512284.0,104004
JA360413,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19512284.0,104005
JA360413,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19512284.0,104005
JA360498,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19512316.0,104006
JA360498,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512316.0,104006
JA360498,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19512316.0,104007
JA360498,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512316.0,104007
JA360644,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19512392.0,104008
JA360644,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19512392.0,104008
JA361385,510 ILCS 70.0/4.03,ANIMAL - TEASE POLICE ANIMAL,19512652.0,104010
JA361385,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512652.0,104010
JA361385,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19512652.0,104010
JA361999,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19512812.0,104014
JA361999,625 ILCS 5.0/6-101,UNLICENSED,19512812.0,104014
JA361999,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19512812.0,104014
JA361999,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512812.0,104014
JA361999,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19512812.0,104014
JA361999,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19512812.0,104014
JA361999,9-76-180,SAFETY BELTS,19512812.0,104014
JA362011,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19512814.0,104015
JA362197,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19512870.0,104016
JA362197,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19512870.0,104016
JA362197,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512870.0,104016
JA362205,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19512885.0,104018
JA362205,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512885.0,104018
JA362205,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19512885.0,104019
JA362205,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512885.0,104019
JA362205,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19512885.0,104020
JA362205,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19512885.0,104020
JA362721,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19513044.0,104021
JA362721,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19513044.0,104021
JA362820,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19513070.0,104022
JA362820,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19513070.0,104022
JA362820,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19513070.0,104022
JA362820,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19513070.0,104022
JA363265,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19513141.0,104023
JA363265,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19513141.0,104023
JA363265,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19513141.0,104023
JA363184,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19513132.0,104024
JA363184,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19513132.0,104024
JA363184,9-52-020,RIDING BICYCLE ON SIDEWALK,19513132.0,104024
JA362807,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,1951317.0,104025
JA362807,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,1951317.0,104025
JA362807,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,1951317.0,104025
JA363265,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19513141.0,104026
JA363265,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19513141.0,104026
JA363265,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19513141.0,104026
JA362816,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19513177.0,104027
JA362816,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19513177.0,104027
JA362816,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19513177.0,104027
JA363237,625 ILCS 5.0/11-1204-B,IVC - DISREGARD STOP SIGN,19513198.0,104028
JA363237,625 ILCS 5.0/12-603.1,DRIVER/SEATBELT/CHILD 6<16,19513198.0,104028
